id,orden,palabra,valoracion,estimulo
-M4A03asbnw6nzk8I4vR,5,mejorar,8,Big data
-M4ABIGu_-cRhOGJ3NxJ,1,robot,5,NA
-M4ABIGu_-cRhOGJ3NxJ,2,cerebro,10,NA
-M4ABIGu_-cRhOGJ3NxJ,3,objeto,6,NA
-M4ABIGu_-cRhOGJ3NxJ,4,ayuda,9,NA
-M4ABIGu_-cRhOGJ3NxJ,5,sistema,5,NA
-M4AJd3BtrZ3xduq4osn,1,dato,8,Big data
-M4AJd3BtrZ3xduq4osn,2,analitica,8,Big data
-M4AJd3BtrZ3xduq4osn,3,informacion,8,Big data
-M4AJd3BtrZ3xduq4osn,4,decision,8,Big data
-M4AJd3BtrZ3xduq4osn,5,negocio,8,Big data
-M4ASo2XPfFH2ttOIhnA,1,pensador,10,Inteligencia artificial
-M4ASo2XPfFH2ttOIhnA,2,tecnologia,10,Inteligencia artificial
-M4ASo2XPfFH2ttOIhnA,3,independiente,9,Inteligencia artificial
-M4ASo2XPfFH2ttOIhnA,4,programacion,10,Inteligencia artificial
-M4ASo2XPfFH2ttOIhnA,5,eleccion_dudoso,5,Inteligencia artificial
-M4ASo2XPfFH2ttOIhnA,6,desarrollo,10,Inteligencia artificial
-M4ASo2XPfFH2ttOIhnA,7,avance,10,Inteligencia artificial
-M4ASo2XPfFH2ttOIhnA,8,humano,8,Inteligencia artificial
-M4AcPbQpTC-METSfP5k,1,informatica,8,Big data
-M4AcPbQpTC-METSfP5k,2,computacion,8,Big data
-M4AcPbQpTC-METSfP5k,3,tecnologia,8,Big data
-M4AcPbQpTC-METSfP5k,4,dato,7,Big data
-M4AcPbQpTC-METSfP5k,5,matematico,7,Big data
-M4B6M8TEh_l-0P36sgI,1,computacion,8,Ciencia de datos
-M4B6M8TEh_l-0P36sgI,2,almacenamiento,8,Ciencia de datos
-M4B6M8TEh_l-0P36sgI,3,tecnologia,8,Ciencia de datos
-M4B6M8TEh_l-0P36sgI,4,avances,8,Ciencia de datos
-M4B6M8TEh_l-0P36sgI,5,conectividad,7,Ciencia de datos
-M4BTG5Z_ix9QGfDEOxC,1,dependencia,3,Inteligencia artificial
-M4BTG5Z_ix9QGfDEOxC,2,mayor_facilidad_conseguir_informacion,8,Inteligencia artificial
-M4BTG5Z_ix9QGfDEOxC,3,sobreabundancia_informacion,3,Inteligencia artificial
-M4BTG5Z_ix9QGfDEOxC,4,irrealidad,1,Inteligencia artificial
-M4BTG5Z_ix9QGfDEOxC,5,informatica,7,Inteligencia artificial
-M4Bn33SSZxOi5UBBGNl,1,computacion,0,Ciencia de datos
-M4Bn33SSZxOi5UBBGNl,2,visual_estudio,0,Ciencia de datos
-M4Bn33SSZxOi5UBBGNl,3,window,10,Ciencia de datos
-M4Bn33SSZxOi5UBBGNl,4,excel,5,Ciencia de datos
-M4Bn33SSZxOi5UBBGNl,5,programacion,0,Ciencia de datos
-M4C0ns9siZEVsz2qby0,1,asistencia,10,Inteligencia artificial
-M4C0ns9siZEVsz2qby0,2,divertir,10,Inteligencia artificial
-M4C0ns9siZEVsz2qby0,3,sexo,5,Inteligencia artificial
-M4C0ns9siZEVsz2qby0,4,salud,10,Inteligencia artificial
-M4C0ns9siZEVsz2qby0,5,orientacion,10,Inteligencia artificial
-M4Cf3KvtccpvZrsub2l,1,dato,7,Big data
-M4Cf3KvtccpvZrsub2l,2,informacion,5,Big data
-M4Cf3KvtccpvZrsub2l,3,flujo,5,Big data
-M4Cf3KvtccpvZrsub2l,4,internet,5,Big data
-M4Cf3KvtccpvZrsub2l,5,estadistico,5,Big data
-M4CoQCiGFJjbORvBsQH,1,informacion,10,Big data
-M4CoQCiGFJjbORvBsQH,2,tecnologia,10,Big data
-M4CoQCiGFJjbORvBsQH,3,evolucion,9,Big data
-M4CoQCiGFJjbORvBsQH,4,educacion,10,Big data
-M4CoQCiGFJjbORvBsQH,5,cambio,8,Big data
-M4D0gborpciv21zSQQo,1,maquina,7,Inteligencia artificial
-M4D0gborpciv21zSQQo,2,evolucion,10,Inteligencia artificial
-M4D0gborpciv21zSQQo,3,tecnologia,10,Inteligencia artificial
-M4D0gborpciv21zSQQo,4,medicina,9,Inteligencia artificial
-M4D0gborpciv21zSQQo,5,biologia,8,Inteligencia artificial
-M4D7ZoTDQIfkdz0QVA9,1,robot,6,Inteligencia artificial
-M4D7ZoTDQIfkdz0QVA9,2,internet,8,Inteligencia artificial
-M4D7ZoTDQIfkdz0QVA9,3,humanidad,9,Inteligencia artificial
-M4D7ZoTDQIfkdz0QVA9,4,avance,7,Inteligencia artificial
-M4D7ZoTDQIfkdz0QVA9,5,electricidad,7,Inteligencia artificial
-M4DAhGEmv48KbDyaxvK,1,analisis,9,Ciencia de datos
-M4DAhGEmv48KbDyaxvK,2,informacion,9,Ciencia de datos
-M4DAhGEmv48KbDyaxvK,3,flujo,9,Ciencia de datos
-M4DAhGEmv48KbDyaxvK,4,interdisciplinar,8,Ciencia de datos
-M4DAhGEmv48KbDyaxvK,5,tecnologia,8,Ciencia de datos
-M4DTrFzmy3pxm-A7w_U,1,dato,3,Big data
-M4DTrFzmy3pxm-A7w_U,2,informacion,3,Big data
-M4DTrFzmy3pxm-A7w_U,3,tecnologia,6,Big data
-M4DTrFzmy3pxm-A7w_U,4,humano,9,Big data
-M4DTrFzmy3pxm-A7w_U,5,variable,5,Big data
-M4Dmi9DXcdYNEvPds4F,1,raro,5,Big data
-M4Dmi9DXcdYNEvPds4F,2,interesante,5,Big data
-M4Dmi9DXcdYNEvPds4F,3,sencillo,5,Big data
-M4Dmi9DXcdYNEvPds4F,4,complicado,3,Big data
-M4Dmi9DXcdYNEvPds4F,5,ingenioso,5,Big data
-M4E07MEGVyMuAI6Ga6m,1,computadora,10,Big data
-M4E07MEGVyMuAI6Ga6m,2,sobreestimulacion,3,Big data
-M4E07MEGVyMuAI6Ga6m,3,programador,5,Big data
-M4E07MEGVyMuAI6Ga6m,4,informaciom,8,Big data
-M4E07MEGVyMuAI6Ga6m,5,empresa,1,Big data
-M4E5_eoTkThnp-SsQPd,1,ciberespacio,10,Ciencia de datos
-M4E5_eoTkThnp-SsQPd,2,virtualidad,10,Ciencia de datos
-M4E5_eoTkThnp-SsQPd,3,webperiodismo,10,Ciencia de datos
-M4E5_eoTkThnp-SsQPd,4,stalker,0,Ciencia de datos
-M4E5_eoTkThnp-SsQPd,5,tic,7,Ciencia de datos
-M4EYUy59HMuDYAVQiY6,1,aprendizaje,10,Inteligencia artificial
-M4EYUy59HMuDYAVQiY6,2,gran_alcance,10,Inteligencia artificial
-M4EYUy59HMuDYAVQiY6,3,seguridad_el_informacion,6,Inteligencia artificial
-M4EYUy59HMuDYAVQiY6,4,uso_gestion_publico_salud_educacion_trab_eco,9,Inteligencia artificial
-M4EYUy59HMuDYAVQiY6,5,valorar_su_combinacion_conocimiento_cada_d,10,Inteligencia artificial
-M4EyfqsuQyVAJ0-vi3k,1,marketing,0,Big data
-M4EyfqsuQyVAJ0-vi3k,2,estadistico,10,Big data
-M4EyfqsuQyVAJ0-vi3k,3,privacidad,1,Big data
-M4EyfqsuQyVAJ0-vi3k,4,software,5,Big data
-M4EyfqsuQyVAJ0-vi3k,5,resultado,8,Big data
-M4FCXhNtqZ5TQk3f0Hr,1,internet,9,Big data
-M4FCXhNtqZ5TQk3f0Hr,2,informacion,3,Big data
-M4FCXhNtqZ5TQk3f0Hr,3,accesibilidad,10,Big data
-M4FCXhNtqZ5TQk3f0Hr,4,falso_noticia,0,Big data
-M4FCXhNtqZ5TQk3f0Hr,5,ingenieria,8,Big data
-M4FE_8DpDP33JDJhyFR,1,informacion,7,Big data
-M4FE_8DpDP33JDJhyFR,2,control,3,Big data
-M4FE_8DpDP33JDJhyFR,3,tecnologia,5,Big data
-M4FE_8DpDP33JDJhyFR,4,gobierno,4,Big data
-M4FE_8DpDP33JDJhyFR,5,poder,4,Big data
-M4FIRbfvTG9q013opag,1,estudio,7,Ciencia de datos
-M4FIRbfvTG9q013opag,2,informacion,7,Ciencia de datos
-M4FIRbfvTG9q013opag,3,analisis,9,Ciencia de datos
-M4FIRbfvTG9q013opag,4,persona,8,Ciencia de datos
-M4FIRbfvTG9q013opag,5,sociedad,8,Ciencia de datos
-M4FK5upcnrepWLENZcO,1,robotica,0,Inteligencia artificial
-M4FK5upcnrepWLENZcO,2,sustitucion_trabajo_humano,0,Inteligencia artificial
-M4FK5upcnrepWLENZcO,3,facilitar,0,Inteligencia artificial
-M4FK5upcnrepWLENZcO,4,control,0,Inteligencia artificial
-M4FK5upcnrepWLENZcO,5,pobreza,0,Inteligencia artificial
-M4FWk0swYA0cg7bjLpg,1,erudito,5,Conocimiento
-M4FWk0swYA0cg7bjLpg,2,cientifico,5,Conocimiento
-M4FWk0swYA0cg7bjLpg,3,social,5,Conocimiento
-M4FWk0swYA0cg7bjLpg,4,herramientar,5,Conocimiento
-M4FWk0swYA0cg7bjLpg,5,bien_personal,5,Conocimiento
-M4FePo9Z4Nueg3GuFdW,1,poder,10,Conocimiento
-M4FePo9Z4Nueg3GuFdW,2,salida_laboral,10,Conocimiento
-M4FePo9Z4Nueg3GuFdW,3,sabidur,10,Conocimiento
-M4FePo9Z4Nueg3GuFdW,4,esfuerzo,5,Conocimiento
-M4FePo9Z4Nueg3GuFdW,5,tiempo,5,Conocimiento
-M4FgHjOrh1WWkiE4Jpq,1,dato,5,Big data
-M4FgHjOrh1WWkiE4Jpq,2,grande,8,Big data
-M4FgHjOrh1WWkiE4Jpq,3,agenda,6,Big data
-M4FgHjOrh1WWkiE4Jpq,4,tecnicismo,5,Big data
-M4FgHjOrh1WWkiE4Jpq,5,informacion,5,Big data
-M4G0lbgtzXG3Ztts47C,1,grande,10,Big data
-M4G0lbgtzXG3Ztts47C,2,informacion,10,Big data
-M4G0lbgtzXG3Ztts47C,3,dato,10,Big data
-M4G0lbgtzXG3Ztts47C,4,applir,10,Big data
-M4G0lbgtzXG3Ztts47C,5,informatica,10,Big data
-M4G4quSr9ib-mdfngz3,1,big_mac,7,Big data
-M4G4quSr9ib-mdfngz3,2,microsoft,8,Big data
-M4G4quSr9ib-mdfngz3,3,applir,8,Big data
-M4G4quSr9ib-mdfngz3,4,valle,9,Big data
-M4G4quSr9ib-mdfngz3,5,steve_jobs,9,Big data
-M4GKqHNosx4NqQ_VwpH,1,gran_informacion,4,Big data
-M4GKqHNosx4NqQ_VwpH,2,hackeo_dato,10,Big data
-M4GKqHNosx4NqQ_VwpH,3,manipulacion_dato,10,Big data
-M4GKqHNosx4NqQ_VwpH,4,proximidad_controlar,5,Big data
-M4GKqHNosx4NqQ_VwpH,5,gran_red_dato,5,Big data
-M4GrXMfSAzmuoaAbilF,1,gran_conocimiento,10,Big data
-M4GrXMfSAzmuoaAbilF,2,grande_fecha,10,Big data
-M4GrXMfSAzmuoaAbilF,3,mucho_saber,10,Big data
-M4GrXMfSAzmuoaAbilF,4,entender,10,Big data
-M4GrXMfSAzmuoaAbilF,5,saber,10,Big data
-M4H4gQ9Gm8dOjOhULIZ,1,abrir_camino,0,Conocimiento
-M4H4gQ9Gm8dOjOhULIZ,2,da_libertad,0,Conocimiento
-M4H4gQ9Gm8dOjOhULIZ,3,vez_ser_inaccesible_todo,10,Conocimiento
-M4H4gQ9Gm8dOjOhULIZ,4,ser_uno_derecho,0,Conocimiento
-M4H4gQ9Gm8dOjOhULIZ,5,tambien_ser_uno_obligacion,0,Conocimiento
-M4H5HYLoPzRRJxflHdw,1,yo_sonar_robot,5,Inteligencia artificial
-M4H5HYLoPzRRJxflHdw,2,computadora,0,Inteligencia artificial
-M4H5HYLoPzRRJxflHdw,3,yo_dar_miedo,10,Inteligencia artificial
-M4H5HYLoPzRRJxflHdw,4,yo_poder_superar,10,Inteligencia artificial
-M4H5HYLoPzRRJxflHdw,5,ser_el_futuro,5,Inteligencia artificial
-M4H9YevJdxGiEBB66V4,1,control,3,Big data
-M4H9YevJdxGiEBB66V4,2,negocio,3,Big data
-M4H9YevJdxGiEBB66V4,3,accesibilidad,7,Big data
-M4H9YevJdxGiEBB66V4,4,poder,4,Big data
-M4H9YevJdxGiEBB66V4,5,informacion,5,Big data
-M4HD5H2nIEZcw8TQkN_,1,enciclopedia,10,Conocimiento
-M4HD5H2nIEZcw8TQkN_,2,libro,10,Conocimiento
-M4HD5H2nIEZcw8TQkN_,3,poder,10,Conocimiento
-M4HD5H2nIEZcw8TQkN_,4,inteligencia,10,Conocimiento
-M4HD5H2nIEZcw8TQkN_,5,sabidur,10,Conocimiento
-M4HpW0_DE3Wt0F5vvoR,1,dato,7,Big data
-M4HpW0_DE3Wt0F5vvoR,2,acumulacion,2,Big data
-M4HpW0_DE3Wt0F5vvoR,3,almacenamiento,5,Big data
-M4HpW0_DE3Wt0F5vvoR,4,control,3,Big data
-M4HpW0_DE3Wt0F5vvoR,5,publico,0,Big data
-M4I6KPtvqoTbgOf9Z_q,1,computadora,10,Inteligencia artificial
-M4I6KPtvqoTbgOf9Z_q,2,internet,10,Inteligencia artificial
-M4I6KPtvqoTbgOf9Z_q,3,robotico,10,Inteligencia artificial
-M4I6KPtvqoTbgOf9Z_q,4,nuevo,5,Inteligencia artificial
-M4I6KPtvqoTbgOf9Z_q,5,tecnologia,5,Inteligencia artificial
-M4ICY2XKcaD7MG1aOE7,1,investigacion,0,Ciencia de datos
-M4ICY2XKcaD7MG1aOE7,2,compilacion,0,Ciencia de datos
-M4ICY2XKcaD7MG1aOE7,3,muestreo,0,Ciencia de datos
-M4ICY2XKcaD7MG1aOE7,4,universo,0,Ciencia de datos
-M4ICY2XKcaD7MG1aOE7,5,base,0,Ciencia de datos
-M4IJ52d0a2XrIJcvxCW,1,patron,10,Ciencia de datos
-M4IJ52d0a2XrIJcvxCW,2,estadistico,10,Ciencia de datos
-M4IJ52d0a2XrIJcvxCW,3,analisis,10,Ciencia de datos
-M4IJ52d0a2XrIJcvxCW,4,maquina,4,Ciencia de datos
-M4IJ52d0a2XrIJcvxCW,5,ciberhumanidad,0,Ciencia de datos
-M4IVr7D_FeJi_d7JSly,1,educacion,10,Conocimiento
-M4IVr7D_FeJi_d7JSly,2,arte,5,Conocimiento
-M4IVr7D_FeJi_d7JSly,3,cultura,5,Conocimiento
-M4IVr7D_FeJi_d7JSly,4,investigacion,5,Conocimiento
-M4IVr7D_FeJi_d7JSly,5,explorar,5,Conocimiento
-M4IVr7D_FeJi_d7JSly,6,construir,5,Conocimiento
-M4IVr7D_FeJi_d7JSly,7,producir,5,Conocimiento
-M4Jv7XQYFsQsjyUhQ4B,1,libertad,10,Conocimiento
-M4Jv7XQYFsQsjyUhQ4B,2,mejorar,10,Conocimiento
-M4Jv7XQYFsQsjyUhQ4B,3,autonomia,10,Conocimiento
-M4Jv7XQYFsQsjyUhQ4B,4,independencia,10,Conocimiento
-M4Jv7XQYFsQsjyUhQ4B,5,conciencia,10,Conocimiento
-M4KIzz5gS5a9Llm36fN,1,pensamiento,10,Inteligencia artificial
-M4KIzz5gS5a9Llm36fN,2,computadora,8,Inteligencia artificial
-M4KIzz5gS5a9Llm36fN,3,tecnologia,5,Inteligencia artificial
-M4KIzz5gS5a9Llm36fN,4,creatividad,7,Inteligencia artificial
-M4KIzz5gS5a9Llm36fN,5,oportunidad,5,Inteligencia artificial
-M4L_XzpNOuxu5-DO1NP,1,skynet,2,Inteligencia artificial
-M4L_XzpNOuxu5-DO1NP,2,terminator,2,Inteligencia artificial
-M4L_XzpNOuxu5-DO1NP,3,perdidad_trabajo,1,Inteligencia artificial
-M4L_XzpNOuxu5-DO1NP,4,seguridad,3,Inteligencia artificial
-M4L_XzpNOuxu5-DO1NP,5,clasificacion,2,Inteligencia artificial
-M4LjKwWfkIxagNTZbwf,1,informatica,10,Ciencia de datos
-M4LjKwWfkIxagNTZbwf,2,interesante,7,Ciencia de datos
-M4LjKwWfkIxagNTZbwf,3,oportunidad,9,Ciencia de datos
-M4LjKwWfkIxagNTZbwf,4,obtencion_distinto_objetivo,8,Ciencia de datos
-M4LjKwWfkIxagNTZbwf,5,educacion,10,Ciencia de datos
-M4Lss3W7OI-gRAUdPgq,1,dato,8,Big data
-M4Lss3W7OI-gRAUdPgq,2,informacion,10,Big data
-M4Lss3W7OI-gRAUdPgq,3,grande,8,Big data
-M4Lss3W7OI-gRAUdPgq,4,dato,8,Big data
-M4Lss3W7OI-gRAUdPgq,5,macrodato,4,Big data
-M4Lss3W7OI-gRAUdPgq,6,tecnologia,5,Big data
-M4MGcydm5tN5wYQ_m1j,1,computadora,9,Ciencia de datos
-M4MGcydm5tN5wYQ_m1j,2,analisis,7,Ciencia de datos
-M4MGcydm5tN5wYQ_m1j,3,tecnico,4,Ciencia de datos
-M4MGcydm5tN5wYQ_m1j,4,duro,0,Ciencia de datos
-M4MGcydm5tN5wYQ_m1j,5,pseudo,0,Ciencia de datos
-M4MHrfa2YMotVOJuC1A,1,brillo,3,Big data
-M4MHrfa2YMotVOJuC1A,2,chimento,10,Big data
-M4MHrfa2YMotVOJuC1A,3,perro,10,Big data
-M4MHrfa2YMotVOJuC1A,4,gato,0,Big data
-M4MHrfa2YMotVOJuC1A,5,carino,5,Big data
-M4MYAypjzK32kCQXPW5,1,calculo,5,Ciencia de datos
-M4MYAypjzK32kCQXPW5,2,computacion,10,Ciencia de datos
-M4MYAypjzK32kCQXPW5,3,inteligencia_artificial,8,Ciencia de datos
-M4MYAypjzK32kCQXPW5,5,conocimiento,5,Ciencia de datos
-M4MkyqckNdDW3sUYZbN,1,educacion,9,Inteligencia artificial
-M4MkyqckNdDW3sUYZbN,2,alternativa,7,Inteligencia artificial
-M4MkyqckNdDW3sUYZbN,3,maestro,8,Inteligencia artificial
-M4MkyqckNdDW3sUYZbN,4,formacion,9,Inteligencia artificial
-M4MkyqckNdDW3sUYZbN,5,desafio,5,Inteligencia artificial
-M4NCeINm8i0fO1dJpbV,1,grande,10,Big data
-M4NCeINm8i0fO1dJpbV,2,informacion,10,Big data
-M4NCeINm8i0fO1dJpbV,3,solucion,10,Big data
-M4NCeINm8i0fO1dJpbV,4,tecnologia,10,Big data
-M4NCeINm8i0fO1dJpbV,5,proceso,7,Big data
-M4PU7s6fDvmB0Njhlf3,1,gran_dato,4,Big data
-M4PU7s6fDvmB0Njhlf3,2,dato_importante,5,Big data
-M4PU7s6fDvmB0Njhlf3,3,blog_dato,5,Big data
-M4PU7s6fDvmB0Njhlf3,4,pagina_pdf,5,Big data
-M4PU7s6fDvmB0Njhlf3,5,informacion,5,Big data
-M4PXZotyOSfaWiyPCL3,1,algoritmo,5,Inteligencia artificial
-M4PXZotyOSfaWiyPCL3,2,automatizacion,8,Inteligencia artificial
-M4PXZotyOSfaWiyPCL3,3,control,5,Inteligencia artificial
-M4PXZotyOSfaWiyPCL3,4,reconocimiento_facial,8,Inteligencia artificial
-M4PXZotyOSfaWiyPCL3,5,skynet,0,Inteligencia artificial
-M4PY7FNI6mt51Ge-2aW,1,progreso,10,Conocimiento
-M4PY7FNI6mt51Ge-2aW,2,avance,10,Conocimiento
-M4PY7FNI6mt51Ge-2aW,3,dominio,10,Conocimiento
-M4PY7FNI6mt51Ge-2aW,4,supervivencia,10,Conocimiento
-M4PY7FNI6mt51Ge-2aW,5,mente,10,Conocimiento
-M4Pl8NbJGm90q9RP7_l,1,innovar,10,Inteligencia artificial
-M4Pl8NbJGm90q9RP7_l,2,descubrir,10,Inteligencia artificial
-M4Pl8NbJGm90q9RP7_l,3,crear,10,Inteligencia artificial
-M4Pl8NbJGm90q9RP7_l,4,fortalecer,10,Inteligencia artificial
-M4Pl8NbJGm90q9RP7_l,5,avanzar,10,Inteligencia artificial
-M4Q-V4UIKaX5yHM4Rsg,1,innovacion,10,Big data
-M4Q-V4UIKaX5yHM4Rsg,2,manejo_mucho_dato,10,Big data
-M4Q-V4UIKaX5yHM4Rsg,3,informacion,10,Big data
-M4Q-V4UIKaX5yHM4Rsg,4,bajo_costo_investigacion,10,Big data
-M4Q-V4UIKaX5yHM4Rsg,5,amplitud_uso,10,Big data
-M4Q6TpnDmxgCSCoWP0G,1,informacion,5,Big data
-M4Q6TpnDmxgCSCoWP0G,2,dato,4,Big data
-M4Q6TpnDmxgCSCoWP0G,3,recopilacion,5,Big data
-M4Q6TpnDmxgCSCoWP0G,4,cantidad,5,Big data
-M4Q6TpnDmxgCSCoWP0G,5,internet,5,Big data
-M4Q8Bl_ud6vYf339lER,1,informacion,8,Big data
-M4Q8Bl_ud6vYf339lER,2,social,10,Big data
-M4Q8Bl_ud6vYf339lER,3,internet,9,Big data
-M4Q8Bl_ud6vYf339lER,4,interaccion,10,Big data
-M4Q8Bl_ud6vYf339lER,5,dato,10,Big data
-M4QYGVNDymcwvIy34kZ,1,computador,10,Inteligencia artificial
-M4QYGVNDymcwvIy34kZ,2,maquina,10,Inteligencia artificial
-M4QYGVNDymcwvIy34kZ,3,futuro,10,Inteligencia artificial
-M4QYGVNDymcwvIy34kZ,4,sociedad,10,Inteligencia artificial
-M4QYGVNDymcwvIy34kZ,5,tecnologia,10,Inteligencia artificial
-M4QshkOdvab21p23HF-,1,dato,7,Big data
-M4QshkOdvab21p23HF-,2,informatica,8,Big data
-M4QshkOdvab21p23HF-,3,empresa,10,Big data
-M4QshkOdvab21p23HF-,4,memoria,5,Big data
-M4QshkOdvab21p23HF-,5,red,4,Big data
-M4QuCAcScC-9xZQIpvk,1,ciencia,9,Inteligencia artificial
-M4QuCAcScC-9xZQIpvk,2,tecnologia,9,Inteligencia artificial
-M4QuCAcScC-9xZQIpvk,3,resolucion_problema,8,Inteligencia artificial
-M4QuCAcScC-9xZQIpvk,4,robot,6,Inteligencia artificial
-M4QuCAcScC-9xZQIpvk,5,piensan/hacer_otro_el_que_poder_hacer,6,Inteligencia artificial
-M4Rk4cOQHm7b0PDarQ-,1,informacion,0,Big data
-M4Rk4cOQHm7b0PDarQ-,2,informacion,9,Big data
-M4Rk4cOQHm7b0PDarQ-,3,virtual,4,Big data
-M4Rk4cOQHm7b0PDarQ-,4,desconectado,0,Big data
-M4Rk4cOQHm7b0PDarQ-,5,conectado,8,Big data
-M4Tqq6G2Skr1b4OIxTC,1,libro,10,Conocimiento
-M4Tqq6G2Skr1b4OIxTC,2,dato,10,Conocimiento
-M4Tqq6G2Skr1b4OIxTC,3,doctorado,10,Conocimiento
-M4Tqq6G2Skr1b4OIxTC,4,escuela,10,Conocimiento
-M4Tqq6G2Skr1b4OIxTC,5,practicar,10,Conocimiento
-M4UJC5l12tA3E8TzHsO,1,grande_base_dato,9,Big data
-M4UJC5l12tA3E8TzHsO,2,gestion_el_informacion,9,Big data
-M4UJC5l12tA3E8TzHsO,3,equipo_trabajo,8,Big data
-M4UJC5l12tA3E8TzHsO,4,oferta_laboral,9,Big data
-M4UJC5l12tA3E8TzHsO,5,saber_tecnico_y_disciplina,7,Big data
-M4UPDevOA_BPqPUxjLy,1,machine_learning,7,Ciencia de datos
-M4UPDevOA_BPqPUxjLy,2,inteligencia_artificial,8,Ciencia de datos
-M4UPDevOA_BPqPUxjLy,3,ciencia_el_computacion,5,Ciencia de datos
-M4UPDevOA_BPqPUxjLy,4,robotica,5,Ciencia de datos
-M4UPDevOA_BPqPUxjLy,5,automatizacion,5,Ciencia de datos
-M4Uabiv1313P9-nn070,1,gran,0,Big data
-M4Uabiv1313P9-nn070,2,informacion,10,Big data
-M4Uabiv1313P9-nn070,3,gran_informacion,5,Big data
-M4Uabiv1313P9-nn070,4,dato,7,Big data
-M4Uabiv1313P9-nn070,5,medio,4,Big data
-M4VqamiGawLCRXqbZfQ,1,proceso,10,Big data
-M4VqamiGawLCRXqbZfQ,2,analisis,10,Big data
-M4VqamiGawLCRXqbZfQ,3,estimacion,10,Big data
-M4VqamiGawLCRXqbZfQ,4,vigilancia,0,Big data
-M4VqamiGawLCRXqbZfQ,5,desarrollo,10,Big data
-M4X1PJ5I-WZklAzj7B-,1,informacion,7,Big data
-M4X1PJ5I-WZklAzj7B-,2,importante,7,Big data
-M4X1PJ5I-WZklAzj7B-,3,ayuda,5,Big data
-M4X1PJ5I-WZklAzj7B-,4,variedad,6,Big data
-M4X1PJ5I-WZklAzj7B-,5,consideracion,7,Big data
-M4XHRyShBOXFftOIuLh,1,dato,8,Big data
-M4XHRyShBOXFftOIuLh,2,software,9,Big data
-M4XHRyShBOXFftOIuLh,3,global,6,Big data
-M4XHRyShBOXFftOIuLh,4,analisis,8,Big data
-M4XHRyShBOXFftOIuLh,5,contexto,10,Big data
-M4XVcatjvtyJgVlsPyB,1,futuro,10,Inteligencia artificial
-M4XVcatjvtyJgVlsPyB,2,progreso,10,Inteligencia artificial
-M4XVcatjvtyJgVlsPyB,3,utopia,10,Inteligencia artificial
-M4XVcatjvtyJgVlsPyB,4,distopia,0,Inteligencia artificial
-M4XVcatjvtyJgVlsPyB,5,rebelion_el_maquina,0,Inteligencia artificial
-M4ZxrqG2qNNfSO7MmwO,1,nube,10,Big data
-M4ZxrqG2qNNfSO7MmwO,2,conectividad,10,Big data
-M4ZxrqG2qNNfSO7MmwO,3,desarrollo,7,Big data
-M4ZxrqG2qNNfSO7MmwO,4,problema,1,Big data
-M4ZxrqG2qNNfSO7MmwO,5,union,10,Big data
-M4_2tM8u2-z4H6RbRIo,1,big_datar,10,Ciencia de datos
-M4_2tM8u2-z4H6RbRIo,2,analisis,9,Ciencia de datos
-M4_2tM8u2-z4H6RbRIo,3,mineria,8,Ciencia de datos
-M4_2tM8u2-z4H6RbRIo,4,busqueda,7,Ciencia de datos
-M4_2tM8u2-z4H6RbRIo,5,privacion_el_informacion,2,Ciencia de datos
-M4_2tM8u2-z4H6RbRIo,6,valley,1,Ciencia de datos
-M4_aDG7_KQD2W0eXLAP,1,mucho_informacion,7,Big data
-M4_aDG7_KQD2W0eXLAP,2,red,8,Big data
-M4_aDG7_KQD2W0eXLAP,3,correo_spams,0,Big data
-M4_aDG7_KQD2W0eXLAP,4,empresa_comprar_dato,0,Big data
-M4_aDG7_KQD2W0eXLAP,5,servidor,5,Big data
-M4_ydo_7cPCZukHzWO4,1,conjunto,5,Big data
-M4_ydo_7cPCZukHzWO4,2,informacion,6,Big data
-M4_ydo_7cPCZukHzWO4,3,falta_privacidad,2,Big data
-M4_ydo_7cPCZukHzWO4,4,marketing,2,Big data
-M4_ydo_7cPCZukHzWO4,5,dio_el_internet,3,Big data
-M4_zs5FE37U3rhlgo-m,1,analisis,8,Big data
-M4_zs5FE37U3rhlgo-m,2,dato,10,Big data
-M4_zs5FE37U3rhlgo-m,3,matematico,7,Big data
-M4_zs5FE37U3rhlgo-m,4,asociacion,8,Big data
-M4_zs5FE37U3rhlgo-m,5,prediccion,9,Big data
-M4a1JVfdap7afYm1Ag2,1,conocimiento,10,Big data
-M4a1JVfdap7afYm1Ag2,2,saber,9,Big data
-M4a1JVfdap7afYm1Ag2,3,interrogacion,8,Big data
-M4a1JVfdap7afYm1Ag2,4,curiosidad,9,Big data
-M4a1JVfdap7afYm1Ag2,5,cultivar,7,Big data
-M4a1dOFddKzsEuVDooS,1,general,0,Conocimiento
-M4a1dOFddKzsEuVDooS,2,abarcativo,10,Conocimiento
-M4a1dOFddKzsEuVDooS,3,completo,10,Conocimiento
-M4a1dOFddKzsEuVDooS,4,mucho_dato,0,Conocimiento
-M4a1dOFddKzsEuVDooS,5,global,10,Conocimiento
-M4a1nIE15MiuN4LbE0K,1,mercado,10,Inteligencia artificial
-M4a1nIE15MiuN4LbE0K,2,precarizacion,10,Inteligencia artificial
-M4a1nIE15MiuN4LbE0K,3,positivismo,0,Inteligencia artificial
-M4a1nIE15MiuN4LbE0K,4,salud,0,Inteligencia artificial
-M4a1nIE15MiuN4LbE0K,5,concentracion_capital,10,Inteligencia artificial
